utterance_key;shard_dix;set_name
id07556/_LyCBbzgJ04/00244;0;train
id05496/_n1G50JrNzw/00234;0;train
id08362/GOPvqL1SakA/00136;0;train
id02166/lMWR1Aq6Tyg/00381;0;train
id01056/elnRdkY9X6o/00165;0;train
id05853/LXo65mc6LL4/00178;0;train
id04716/8HfAyNWZsn0/00050;0;train
id04334/EZ1s12AT7tM/00138;0;train
id05738/Mk1RJJ245pU/00186;0;train
id07980/eXavBsRXQhc/00336;0;train
id02538/UuqGifH_M9c/00278;0;train
id05771/D8rWSI_iqVE/00068;0;train
id07256/oCOfXK07fFk/00435;0;train
id08351/hbU1vqQWOU8/00324;0;train
id08236/rnKl8UxpxWc/00459;0;train
id06378/uJ3Dm5NxZ0c/00471;0;train
id03269/TDOhN5YdW4U/00254;0;train
id00806/5lkFjFlWtZU/00093;0;train
id07236/N-76aqqIBFg/00214;0;train
id07186/er154Cl1ZoU/00383;0;train
id05710/N-BF0ujEGKU/00288;0;train
id03755/cHleVWJ-RxQ/00408;0;train
id04644/QMgaqKlMZyE/00131;0;train
id04458/iuTs15_EmXs/00329;0;train
id07344/3o82P4V1vu0/00038;0;train
id05685/fh0Ecx2qvhY/00413;0;train
id04222/iooPG4zwexU/00483;0;train
id08658/JINFO14J1is/00131;0;train
id02260/WsaI-4aPr9c/00319;0;train
id05189/vam2GBpymDw/00345;0;train
id03983/BE5bFJJsxhc/00189;0;train
id03298/_px-OC3Bcao/00336;0;train
id01225/7qIfjANo9Ro/00099;0;train
id04684/Fv8MKrIc8-M/00123;0;train
id07236/iMV7Fgn-XIw/00357;0;train
id02260/RcWLOJ_GKZc/00139;0;train
id04684/cOD7FYTKiSM/00291;0;train
id00741/e_rsbRkpNxQ/00310;0;train
id08739/b3oc90QfIUk/00280;0;train
id07556/jpXslH1ngJU/00344;0;train
id04855/FbVt87F0dSA/00138;0;train
id08362/49_OGe5OfSM/00025;0;train
id04738/HDICv1AaTH4/00136;0;train
id04644/gsWMH649ahg/00251;0;train
id04128/TVL9QW5aQX4/00231;0;train
id03312/SOgqcH1ceEY/00300;0;train
id05738/m52XU-93RNQ/00390;0;train
id05401/CyM0-c4F3tE/00078;0;train
id05477/B5CXEzgp7vo/00106;0;train
id06874/nCBiPtqJA58/00380;0;train
id04372/1fTFe6hLh2A/00002;0;train
id07750/zdWi-yc3-Yo/00487;0;train
id01056/odmzydYXWbA/00334;0;train
id00680/tnFkvl-QE8g/00440;0;train
id02538/bb4MppAma_8/00373;0;train
id08236/iKWKpgApnQE/00377;0;train
id03755/XDg1cyauPfQ/00315;0;train
id01827/mVtcI8SSfmo/00316;0;train
id05913/KXR6VebuMw0/00165;0;train
id03706/ZqRxYg93WnU/00223;0;train
id06017/Vg_Kbs64oqw/00230;0;train
id06949/MTImytufkic/00068;0;train
id00255/p7QkLviwZkA/00429;0;train
id07078/XV8SJPU6qrE/00300;0;train
id08335/chAFwdzWd9g/00435;0;train
id03269/TDOhN5YdW4U/00253;0;train
id02593/Dt60K17LK4w/00132;0;train
id07956/8ZASwEDw2JY/00044;0;train
id05771/o-sVTP6-O28/00483;0;train
id04219/8fC_ZCcv1i8/00083;0;train
id08658/QyHT7FrK_V8/00196;0;train
id05853/mcH7DBIGDWY/00409;0;train
id04334/EZ1s12AT7tM/00125;0;train
id04097/pb-82oe80Zo/00437;0;train
id08999/4v0J5KdrDL4/00061;0;train
id03786/oaImeRvAxHM/00390;0;train
id03728/58HEm8UW0Tw/00053;0;train
id05189/vam2GBpymDw/00402;0;train
id01659/3Wz24lVv_FY/00012;0;train
id09186/V1_ZxvsM8fk/00329;0;train
id03821/0gvc-v7eoVw/00010;0;train
id04408/Sixr0Ui_CGc/00269;0;train
id00266/qleAPmCLRmk/00411;0;train
id04716/_FnjsulXmNg/00348;0;train
id06378/3aVUvGhYywA/00013;0;train
id07351/82V_kXNtxY8/00049;0;train
id07186/pR7eb-Qx7y0/00443;0;train
id05685/sbUf6-qyZTU/00493;0;train
id01776/MmCUDh3awEg/00181;0;train
id04655/CWxUsSnsqMQ/00071;0;train
id04839/2oU7UwjTiEs/00021;0;train
id05644/k817Wmo3H-Q/00481;0;train
id06588/qo-hcJdNcqk/00408;0;train
id03298/I9A1Pljnv4o/00235;0;train
id05171/4K1H3_Nu9Dc/00061;0;train
id00806/4wCdIdqF8ws/00029;0;train
id04222/iooPG4zwexU/00449;0;train
id01010/FCxcF7-PmP8/00104;0;train
id08573/3sFul_y_6q4/00082;0;train
id04486/sjIklKzfzn8/00407;0;train
id08802/Tz_ytocp-lI/00171;0;train
id07344/KR0rrXMJreM/00162;0;train
id01758/tKd62AMIwps/00478;0;train
id01225/pvD3OE5eHJ4/00445;0;train
id03907/MCeRdZXUWHQ/00267;0;train
id06792/0hzi0x3hQGY/00006;0;train
id02166/1eyW0tCUvrE/00006;0;train
id07256/OEhFUmgK89U/00199;0;train
id00965/_ahhXKqdMvk/00266;0;train
id01511/EkMa8ng9FRg/00075;0;train
id08993/hrNbq-ynOEw/00469;0;train
id00332/SpsxXtTHZu8/00226;0;train
id04554/4BLz8jc3jro/00095;0;train
id04968/Fy1nAT9ke1o/00133;0;train
id03556/ve_e8eC1gsg/00335;0;train
id06239/Y4hXtaJ4tas/00320;0;train
id08079/YZjXs0MBlAw/00200;0;train
id00829/e_Y84BIHdHw/00307;0;train
id04458/DOX0QsYHZlg/00074;0;train
id03247/TeATXPRga-E/00153;0;train
id02150/ao39oFR2HlE/00354;0;train
id03336/Q4lapJNhEqA/00265;0;train
id07980/QPdMihrCy2c/00237;0;train
id06364/uRBQcFfqDlw/00497;0;train
id03983/Clm8w8UBuZk/00195;0;train
id04027/EXHEi7EsI1A/00172;0;train
id04660/OXelgibY89o/00291;0;train
id08568/zlv6lnZOiTE/00402;0;train
id08351/QVlSsg5qyIc/00149;0;train
id05496/AZo70nmeav8/00038;0;train
id04961/d6vkTjLQryc/00253;0;train
id00650/A5JqB9DWiEQ/00067;0;train
id09230/KMW7gL_vLaI/00121;0;train
id05710/Knos3lgd3iI/00266;0;train
id05477/2i0wX8I0qxY/00007;0;train
id07078/xaNR9aM-K5M/00466;0;train
id00965/v2q6Ns4Mh9A/00442;0;train
id00650/A5JqB9DWiEQ/00053;0;train
id08573/W4y2LSTVLtI/00313;0;train
id05685/SJPHXW-6UYU/00260;0;train
id01776/BvpnF9QHH94/00042;0;train
id05171/bxrQ6UFh13c/00297;0;train
id08999/pnDXZjLT5tY/00447;0;train
id03706/ZObRhDcm-rE/00207;0;train
id08362/v_KXaC9edus/00487;0;train
id05913/8QMCyHOnOw8/00067;0;train
id09230/ZTvaYILHIGk/00267;0;train
id04486/gn52IsL0Zk4/00305;0;train
id04839/Z3zztOkMc0c/00339;0;train
id04644/6DPHXGcS6n0/00042;0;train
id03269/CwOmFsqBnJs/00125;0;train
id08236/RjYlJ-AkERI/00172;0;train
id04968/LJMyTHTnVBA/00201;0;train
id00255/jluXlIFUSrY/00379;0;train
id03312/u8etgEPaV1Y/00460;0;train
id06239/3yDYKGOBzFw/00007;0;train
id03298/Ag7OAHi9cuA/00055;0;train
id02538/i4iZz0ZNpUo/00413;0;train
id03983/KEtJw9qEB-c/00220;0;train
id05401/CyM0-c4F3tE/00092;0;train
id07980/mELUYzXBO-M/00418;0;train
id08351/gG5_JZjR0y8/00256;0;train
id07344/UStrLpRzK5Q/00328;0;train
id08079/501yoCAPFbI/00013;0;train
id08335/bZA5C9Dh7kU/00374;0;train
id07351/fi-vvQHnD0c/00446;0;train
id01225/oShMeDuMN2Y/00413;0;train
id04027/FcJaZ-5rmWU/00275;0;train
id05496/8FnWJkn5_Qc/00030;0;train
id04097/8_kYeYOYY2M/00055;0;train
id04660/sl9bCCqpmBU/00455;0;train
id09186/PYZ8P7Oobdk/00217;0;train
id08739/BZfCw62pZU8/00097;0;train
id07236/x6aElIDDf5Q/00480;0;train
id01758/84E3lcMkAaM/00056;0;train
id02166/JJBpNuL89Cg/00171;0;train
id05710/w4K_eyTP6vE/00474;0;train
id02593/FnKW0986AVg/00145;0;train
id02150/_Q9BN4WUULI/00316;0;train
id04458/DIag7IflDPw/00059;0;train
id05853/ybsNWGCuxMQ/00499;0;train
id04372/8N6wPfm9-mw/00078;0;train
id03907/CkqSG0kXCl8/00164;0;train
id01827/LKzd1MrySfg/00117;0;train
id04408/baqfZHK11LY/00330;0;train
id03556/SLu9ONkHey8/00089;0;train
id04554/TNxwqVPirqA/00218;0;train
id00266/O74gvhSR5qM/00206;0;train
id04961/VrwJsvReN2Q/00221;0;train
id07186/xjqwuonZS_0/00497;0;train
id00680/P-NUf_GehR8/00161;0;train
id02260/WI5rM-NT5YM/00229;0;train
id04128/z5PMxA2sRbw/00498;0;train
id06792/2tMSooF-AdQ/00017;0;train
id03247/NxM3SX-jaD4/00126;0;train
id07556/7wh0Q7U2xiQ/00030;0;train
id00332/j1XTcP-oLDM/00328;0;train
id03336/NqoFqL0hZZo/00197;0;train
id05771/afKpCid91lY/00432;0;train
id07256/AfrnLdxic9A/00081;0;train
id00806/4wCdIdqF8ws/00019;0;train
id07750/BBXFEydT9jE/00054;0;train
id06364/Wmn0xmVZhjw/00236;0;train
id04716/_KMcHectjdc/00364;0;train
id04334/l3C0RuhFjZQ/00370;0;train
id04738/_bNtYwi8nKk/00346;0;train
id03821/KZPfSS8wVwg/00165;0;train
id06588/IYB02x8lp_A/00143;0;train
id01511/uvcqp-83qkw/00435;0;train
id08802/ed_OzI09Rak/00305;0;train
id03728/58HEm8UW0Tw/00072;0;train
id03755/TU5P5ufZQdk/00209;0;train
id04222/EAw7MSynKF8/00084;0;train
id08568/AWLZCoiqL_E/00161;0;train
id00741/caRRFs-okT8/00276;0;train
id05644/0p9DE_RKqSo/00009;0;train
id06874/TgkO6KlQpuY/00210;0;train
id06017/TKqZYThiQNw/00202;0;train
id08993/2l7DYrXH-UE/00184;0;train
id05738/T4ZoceQ875U/00201;0;train
id01056/g398Gj1XN_U/00256;0;train
id04684/p70KpE_sW5c/00431;0;train
id03786/rHW5nwqj7qw/00442;0;train
id04855/UGuynnubnqI/00242;0;train
id06378/rSrLgD8chX4/00417;0;train
id01010/_gzGEod1lcs/00267;0;train
id08658/5SbT0CuF0D8/00052;0;train
id01659/REOo-SAQ0IE/00398;0;train
id00829/eWpPGVGnu3M/00291;0;train
id07956/bGCQhl7xtXw/00252;0;train
id04655/O0IKepZE09s/00220;0;train
id04219/w2dv-czEnDc/00492;0;train
id06949/MTImytufkic/00078;0;train
id05189/HNrsJBMgWVM/00128;0;train
id05644/8xOwmKoDlds/00157;0;train
id06949/Unt12fhuBZE/00145;0;train
id00332/wM-7ditWyMc/00441;0;train
id04458/E22Cay2eb9g/00078;0;train
id07344/RZ_3MKomQzY/00319;0;train
id05853/3BBLxsIqruA/00025;0;train
id04486/sjIklKzfzn8/00422;0;train
id03556/wD98eDhYKF8/00338;0;train
id02538/Yi6Bfw2gG74/00357;0;train
id08362/WdzEljkKzM0/00275;0;train
id05496/_n1G50JrNzw/00258;0;train
id04839/S1vRrUHKxNw/00254;0;train
id04219/RQ9bRPXIGbk/00274;0;train
id08999/2BB4mpByTgU/00026;0;train
id08802/GDPiCCAI4S8/00055;0;train
id05477/U18PzEn8V1c/00192;0;train
